Usage_ID,Account_ID,Timestamp,Service,SKU,Usage_Value,Unit,Cost,Currency,FX_Rate,Region,Resource_ID,Tag_Owner,Tag_Env,Charge_Type,Purchase_Type,Department,Project,CPU_Util,Memory_Util,Incident_ID,Ticket_ID,Price_Version,SLA_Event,Log_Skew_Seconds
U05781,AWS-ACCT-005,09-03-2026 06:01:00,COMPUTE,EC2-t3.xlarge,28069.22,seconds,748.18,dollar,1.0,AP-SOUTHEAST-1,aws-ec2-004,frontend,development,BILLABLE,ON-DEMAND,Security,BETA,47.3,74.0,,T-068,v3,yes,47.7
U00954,AZ-ACCT-028,2026-02-24T11:49:00Z,storage,Blob-Cool,76318.39,megabytes,49.52,EUR,1.08,centralindia,az-vm-124,devops,production,Billable,Reserved,Legal,NOVA,,,,,v2,False,21.6
U08001,GCP--ACCT-040,2026/03/19 21:23,DATABASE,CloudSQL-db.standard-2,24254.52,minutes,959.85,INR,0.012,us-west1,gcp-inst-211,devops,development,True,ON-DEMAND,DEVOPS,ALPHA,27.4,11.4,,T-143,v3,false,40.9
U02941,AWS-ACCT-007,2026-01-30T16:51:00Z,storage,S3-Standard,802.41,GB,59.99,Indian Rupee,0.012,uswe,aws-ec2-044,security,staging,TRUE,SPOT,finance,epsilon,,,INC-023,,v1,false,-76.1
U07598,GCP_ACCT_038,2026-0327 22:02,COMPUTE,GCE-n1-standard-8,4463.74,hr,299.64,Inr,0.012,europe west1,gcp-inst-211,BACKEND,PROD,free_tier,Reserved,PRODUCT,GAMMA,91.0,28.1,,,v3,No,1.0
U03270,AWS-ACCT-011,2026-02-15T21:05:00Z,compute,EC2-T3.MEDIUM,31936.11,minutes,2355.82,inr,0.012,us-west-2,aws-ec2-101,backend,development,Billable,RI,Marketing,gamma,69.4,83.8,,,v2,false,-106.6
U00301,GCP-ACCT-042,2026-03-03T19:38:00+01:00,compute,GCE-N1-STANDARD-8,33807.54,hour,2507.71,eur,1.08,us-central1,gcp-inst-211,data,development,REFUND,reserved,engineering,PHOENIX,31.1,98.2,INC-009,,v3,No,52.3
U01120,AZ-ACCT-030,14-02-2026 04:36:00,STORAGE,UNKNOWN-SKU-876,2466.43,gb,35.85,Inr,0.012,westeurope,az-vm-134,platform,production,Free Tier,on_demand,FINANCE,Delta,,,,,v2,no,74.9
U00055,AWS-ACCT-016,2026-03-24T13:25:00+01:00,storage,S3_Standard,2957.49,Gb,75.74,USD,1.0,eu west 1,aws-ec2-022,platform,development,True,ON-DEMAND,Marketing,GAMMA,,,,T-190,v3,No,
U09119,AZ-ACCT-025,2026-03-30 09:04:00,Database,SQLDb-S2,28932.88,hrs,1830.69,eur,1.08,centralindia,az-vm-136,security,develop,Billable,ON-DEMAND,MARKETING,omega,3.3,85.3,,,v3,false,83.4
U06976,AWS-ACCT-005,2026-03-11T16:11:00Z,Storage,s3-standard,1845.52,gigabytes,105.44,Us Dollar,1.0,us-east-1,aws-ec2-080,PLATFORM,production,True,spot,finance,Delta,,,,,v3,FALSE,-21.9
U09574,AWS-ACCT-005,2026-02-18T04:37:00Z,Database,RDS_db.m5.large,35137.52,hours,276.88,usd,1.0,us-west-2,aws-ec2-091,frontend,development,billable,On Demand,FINANCE,NOVA,76.4,36.3,,,v2,No,106.7
U04195,AZ-ACCT-035,2026-01-15 18:53:00,STORAGE,Blob-Hot,4677.83,Gb,177.17,eur,1.08,centralindia,az-vm-166,backend,Dev,refund,reserved,operations,GAMMA,,,,,v1,FALSE,29.9
U05840,GCP-ACCT-043,2026-02-12T18:23:00+01:00,storage,GCS-Nearline,1599.93,mb,12.96,dollar,1.0,asia south1,gcp-inst-268,platform,stg,Free Tier,SPOT,data_science,Nova,,,,T-150,v2,TRUE,-107.5
U08915,AWS-ACCT-014,12-01-2026 11:04:00,storage,S3-IA,1080.89,mb,39.13,USD,1.0,eu-west-1,aws-ec2-066,backend,develop,true,OnDemand,marketing,omega,,,,T-115,V1,TRUE,104.4
U08006,AWS-ACCT-008,2026-01-01 20:54:00,compute,EC2-t3.medium,24179.91,secs,"1,430.17",INR,0.012,eu-west-1,aws-ec2-070,DATA,staging,true,reserved,LEGAL,ALPHA,88.3,23.1,INC-032,,v1,FALSE,108.7
U01947,AWS_ACCT_004,2026-01-19T21:13:00Z,compute,EC2-t3.medium,43992.6,hours,"$2,147.45",usd,1.0,ap-south-1,aws-ec2-046,data,development,TRUE,on-demand,FINANCE,ALPHA,81.8,38.5,,,v3,No,-115.8
U07525,GCP-ACCT-045,2026-03-12T08:03:00+05:30,Storage,GCS-Nearline,82932.47,mb,262.29,Indian Rupee,0.012,us-west1,gcp-inst-218,FE,development,TRUE,on-demand,legal,EPSILON,,,,,v3,true,-59.2
U04208,GCP-ACCT-037,2026-03-30T22:55:00-08:00,database,CloudSQL-db.standard-2,26801.83,seconds,436.83,Pound,1.27,us-west1,gcp-inst-244,devops,development,true,reserved,LEGAL,EPSILON,33.1,11.4,,T-004,v3,FALSE,87.5
U09604,AWS-ACCT-015,2026-03-10 18:29:00,Compute,EC2-t3.xlarge,3206.89,min,99.68,INR,0.012,us-east-1,aws-ec2-072,backend,stg,TRUE,reserved,Marketing,OMEGA,7.8,10.6,INC-063,,v3,no,-21.7
U09332,CCT-033,2026/02/18 22:28,storage,Blob-Cool,2086.28,mb,97.94,Euro,1.08,East us,az-vm-132,data,STG,TRUE,ON-DEMAND,marketing,OMEGA,,,,,v2,0,-117.8
U00646,GCP-ACCT-045,NULL,Compute,GCE-n1-standard-2,11874.22,minutes,959.60,INR,0.012,asia-southeast1,gcp-inst-282,Data,stg,billable,SPOT,LEGAL,EPSILON,20.6,74.0,,,v1,false,-57.9
U04743,AZ-ACCT-031,2026-03-01T02:24:00-08:00,DATABASE,SQLDb-S2,33175.81,min,"£3,150.05",Pound,1.27,canadacentral,az-vm-138,security,development,true,reserved,Operations,GAMMA,39.3,77.7,INC-023,,v3,0,-15.1
U01381,AWS-ACCT-004,2026-03-11 00:52:00,DATABASE,RDS-db.m5.large,36068.46,second,"$2,077.35",usd,1.0,us west 2,aws-ec2-067,backend,production,CREDIT,reserved,Security,beta,4.7,61.1,,,v3,False,52.7
U07233,AZ-ACCT-029,2026-01-05T22:57:00+05:30,database,SQLDb-S2,1616.26,hour,7.13,INR,0.012,centralindia,az-vm-141,backend,development,True,on-demand,Hr,gamma,85.2,94.8,,,ver-1,false,-72.2
U00693,AZ-ACCT-028,2026/02/11 07:13,storage,Blob-Hot,3717.78,gb,167.96,eur,,westeurope2,az-vm-185,back-end,stage,billable,On Demand,DATA_SCIENCE,alpha,,,INC-085,,v2,False,-51.7
U02257,AZ-ACCT-033,2026-02-11T17:43:00Z,storage,Blob-Hot,2101.88,GB,€200.74,Euro,1.08,canadacentral,az-vm-166,Security,development,free,reserved,MARKETING,UNKNOWN_PROJECT,,,,,v2,0,-87.2
U00399,AWS-ACCT-016,2026-02-01T20:57:00+01:00,COMPUTE,ec2-t3.xlarge,19958.86,min,293.72,Us Dollar,1.0,us-east-1,aws-ec2-001,security,development,Refund,Spot,SECURITY,beta,14.1,11.3,INC-091,,v2,False,106.4
U00254,AWS-ACCT-014,2026-0125 14:56,Compute,EC2-t3.large,38948.77,minutes,"3,463.68",Us Dollar,1.0,ap-southeast-1,aws-ec2-031,devops,staging,free,Spot,hr,Delta,20.9,41.3,,,v1,False,-8.0
U06978,AWS-ACCT-004,2026-01-25T15:18:00Z,DATABASE,RDS-db.m5.large,14686.5,seconds,312.94,USD,1.0,us-east-1,aws-ec2-005,backend,development,true,Spot,Product,EPSILON,9.7,5.4,,T-089,v1,NO,93.8
U02420,GCP-ACCT-041,2026-03-13 01:47:00,database,cloudsql-db.standard-2,44944.01,hours,3453.97,euro,1.08,asia-south1,gcp-inst-222,platform,staging,True,On Demand,finance,NOVA,77.2,78.1,INC-065,,v3,yes,-83.8
U01190,AWS-ACCT-002,2026/03/13 21:46,compute,ec2-t3.large,9306.81,hrs,113.93,Inr,0.012,us-west-2,aws-ec2-076,data,dev,billable,reserved,FINANCE,EPSILON,97.4,89.4,INC-056,,v3,Yes,57.6
U08245,AZ-ACCT-032,2026-02-25T11:32:00-05:00,compute,vm-standard_d4s,26287.07,secs,"1,544.11",INR,0.012,westeurope,az-vm-188,backend,prod,Refund,Spot,legal,epsilon,55.6,10.1,,,v2,Yes,-86.2
U08657,AWS-ACCT-013,2026-02-10T17:33:00+01:00,Storage,S3-Standard,3616.68,MB,$59.04,USD,,ap-south-1,aws-ec2-022,BE,development,True,on_demand,ENGINEERING,phoenix,,,,,v2,No,-112.7
U01397,AWS-ACCT-006,2026-01-28 15:45:00,Compute,EC2_t3.large,49746.83,hour,168.17,usd,,eu-west-1,aws-ec2-038,Frontend,development,refund,Reserved,Hr,gamma,95.7,92.9,,,v1,No,15.0
U04922,GCP-ACCT-049,2026-02-16T02:11:00+05:30,DATABASE,CloudSQL-db.standard-2,10447.2,hours,200.04,dollar,1.0,ASIA-SOUTHEAST1,gcp-inst-278,Security,DEV,Credit,on-demand,MARKETING,Gamma,95.5,14.7,,,v2,no,33.2
U09025,AZ-ACCT-033,2026/03/11 01:09,STORAGE,Blob-Cool,4467.65,gigabytes,201.01,eur,1.08,canadacentral,az-vm-169,platform,development,BILLABLE,on-demand,data_science,NOVA,,,INC-034,,V3,TRUE,64.5
U09250,AWS-ACCT-002,2026-01-31T02:51:00+05:30,STORAGE,S3-Standard,2993.34,gigabytes,124.94,inr,0.012,us-east-1,aws-ec2-003,data,production,Credit,On Demand,DEVOPS,ALPHA,,,INC-081,T-137,v1,FALSE,-27.7
U09031,AZ--ACCT-022,2026-03-09T01:55:00+05:30,COMPUTE,UNKNOWN-SKU-939,49374.67,seconds,3778.67,usd,1.0,westeurope,az-vm-132,PLATFORM,production,true,on-demand,legal,NOVA,52.5,29.8,,,v3,true,-72.2
U05187,AWS-ACCT-016,2026-03-06T04:45:00+05:30,STORAGE,S3-Standard,1332.35,gb,59.47,dollar,1.0,US-WEST-2,aws-ec2-075,DEVOPS,staging,True,ON-DEMAND,security,BETA,,,,,v3,False,-85.5
U06186,AWS-ACCT-003,1970-01-01T00:00:00Z,DATABASE,RDS-db.m5.large,35799.65,hour,1825.69,EUR,1.08,US-WEST-2,aws-ec2-017,security,staging,BILLABLE,ON-DEMAND,Data_Science,alpha,86.0,35.4,,,v2,False,-101.9
U08758,  AZ-ACCT-023 ,2026-02-25T14:03:00-05:00,COMPUTE,VM_Standard_D4s,23606.63,minutes,625.34,pound,1.27,westeurope,az-vm-146,platform,production,CREDIT,SPOT,engineering,beta,31.6,66.5,INC-089,,,NO,
U02074,GCP-ACCT-043,2026-0101 04:00,STORAGE,GCS-Nearline,1542.41,megabytes,$50.87,dollar,1.0,asia-southeast1,aws-ec2-053,BACKEND,staging,TRUE,OnDemand,PRODUCT,OMEGA,,,,,v2,no,-69.0
U01600,GCP-ACCT-038,2026-01-07T11:15:00+05:30,storage,GCS-Nearline,3420.52,GB,287.66,INR,0.012,us-west1,gcp-inst-269,security,production,true,RI,Data_Science,phoenix,,,,,v1,No,90.1
U02904,GCP-ACCT-039,2026/03/13 04:14,storage,GCS-Nearline,889.65,gigabytes,19.99,GBP,1.27,asia-south1,gcp-inst-232,data,staging,Billable,on-demand,DATA_SCIENCE,nova,,,,,v2,no,87.8
U07704,GCP-ACCT-042,2026-03-12T22:38:00Z,Compute,GCE-n1-standard-2,11222.91,hrs,€505.37,Euro,1.08,asia-south1,gcp-inst-235,devops,development,CREDIT,Reserved,ENGINEERING,Beta,61.8,90.9,,,v3,TRUE,-56.1
U09470,GCP-ACCT-044,2026-01-30T00:20:00+05:30,COMPUTE,gce-n1-standard-2,18104.32,hrs,1208.54,Inr,0.012,europe west1,gcp-inst-224,devops,production,FREE_TIER,RI,hr,delta,97.3,71.8,,,v1,False,43.2
U05119,AZ-ACCT-021,2026-02-11T03:51:00-08:00,STORAGE,BLOB-COOL,4272.12,GB,70.71,INR,0.012,westeurope2,az-vm-114,data,Dev,billable,reserved,Product,Omega,,,,,v2,0,93.1
U02710,AWS_ACCT_006,2026-02-04T15:59:00+05:30,STORAGE,S3-Standard,2099.77,Gb,49.28,Us Dollar,1.0,eu-west-1,aws-ec2-004,devops,development,Billable,SPOT,legal,nova,,,INC-029,,v2,0,
U01728,AWS-ACCT-010,2026/02/02 01:55,COMPUTE,ec2-t3.medium,45751.47,hrs,3650.13,Indian Rupee,0.012,AP-SOUTHEAST-1,aws-ec2-064,BE,production,true,RESERVED,Legal,NOVA,2.0,87.5,INC-049,T-042,v2,0,-59.5
U02263,AWS-ACCT-020,2026-03-24T21:08:00+00:00,Compute,EC2-t3.large,44879.8,minutes,1213.69,eur,1.08,ap-southeast-1,aws-ec2-008,Backend,staging,True,On Demand,Engineering,Beta,88.0,61.1,INC-031,,v3,false,-105.8
U07611,AWS-ACCT-003,14-03-2026 15:49:00,Database,RDS-db.m5.large,42762.69,minutes,3565.09,eur,1.08,us-west-2,aws-ec2-077,security,development,TRUE,RESERVED,Devops,ALPHA,1.1,36.6,,,v3,False,-78.8
U08907,AWS-ACCT-013,2026-03-24T07:53:00Z,Storage,S3-IA,4390.77,megabytes,97.36,dollar,1.0,us-east-1,aws-ec2-999,data,production,FREE_TIER,ON-DEMAND,devops,Gamma,,,,T-199,v3,False,-101.6
U03470,AZ-ACCT-022,2026-02-09T09:40:00Z,storage,Blob-Hot,232.93,gigabytes,7.27,USD,,southeastasia,az-vm-120,security,production,free,on_demand,LEGAL,OMEGA,,,,,v2,no,58.6
U00053,ACCT-008,2026-03-25T16:59:00-05:00,database,RDS-db.m5.large,16933.78,seconds,1687.82,Inr,0.012,us-west-2,aws-ec2-081,dev-ops,production,CREDIT,on_demand,ENGINEERING,PHOENIX,45.6,9.7,,,v3,no,-87.4
U01183,AWS-ACCT-016,2026-03-08T05:39:00+00:00,Storage,S3-IA,4233.42,mb,$336.98,USD,1.0,ap-south-1,aws-ec2-035,security,development,credit,spot,LEGAL,nova,,,,,v3,No,
U04219,GCP-ACCT-047,2026-02-16T14:09:00+01:00,database,CloudSQL-db.standard-2,45366.12,second,639.07,EUR,1.08,us-central1,gcp-inst-246,backend,production,TRUE,on_demand,security,Delta,62.6,15.1,INC-093,T-149,v2,FALSE,100.2
U06872,GCP-ACCT-039,2026-01-08T13:16:00-05:00,compute,GCE-n1-standard-8,4927.82,second,218.07,GBP,1.27,us-west1,gcp-inst-242,platform,Staging,Billable,OnDemand,SECURITY,DELTA,14.2,9.4,,,v1,FALSE,88.2
U06626,GCP-ACCT-046,2026/01/04 16:55,compute,GCE-n1-standard-2,4371.35,hour,277.78,Us Dollar,1.0,asia-south1,gcp-inst-215,FE,development,REFUND,on-demand,hr,GAMMA,93.7,12.1,INC-092,,v1,yes,37.9
U01093,AWS-ACCT-005,NULL,Compute,EC2-t3.xlarge,47400.14,hour,1662.06,usd,1.0,us-west-2,aws-ec2-999,backend,production,Billable,ON-DEMAND,MARKETING,Gamma,34.5,11.6,,,v1,no,
U02059,GCP-ACCT-045,2026-02-06T06:39:00+01:00,database,CloudSQL_db.standard_2,5352.43,min,103.48,Inr,0.012,asia-southeast1,gcp-inst-228,frontend,staging,true,ON-DEMAND,LEGAL,nova,9.2,3.0,INC-013,,v2,No,85.9
U07389,AWS-ACCT-019,2026/01/13 11:37,STORAGE,S3-IA,3675.1,Gb,£170.71,Pound,1.27,us east 1,az-vm-226,devops,production,Billable,OnDemand,DEVOPS,ALPHA,,,,T-180,version1,YES,1.2
U03867,GCP-ACCT-038,2026-02-10 20:14:00,COMPUTE,GCE-n1-standard-2,16344.89,hr,244.80,Indian Rupee,0.012,asia-south1,gcp-inst-248,devops,production,credit,ON-DEMAND,Data_Science,Phoenix,84.1,22.7,INC-091,,v2,False,9.7
U06368,GCP-ACCT-037,2026-01-30T19:13:00Z,Storage,GCS-Nearline,4490.15,Gb,306.86,Pound,1.27,asia southeast1,gcp-inst-253,security,production,FREE_TIER,ON-DEMAND,legal,nova,,,,,v1,no,12.4
U08437,AWS-ACCT-007,2026/01/19 17:35,Storage,S3-IA,4851.01,megabytes,15.76,Indian Rupee,84.0,ap-south-1,aws-ec2-103,plat,staging,credit,OnDemand,Devops,PHOENIX,,,INC-067,,v1,true,4.4
U03660,AWS-ACCT-007,2026-01-15T15:47:00Z,Compute,EC2-t3.large,34091.95,hr,3114.10,Inr,0.012,usea,aws-ec2-105,platform,development,billable,Reserved,HR,Gamma,85.5,34.5,INC-095,T-143,v1,false,-86.9
U07337,AZ_ACCT_026,2026-03-28T13:17:00+00:00,STORAGE,Blob-Cool,3362.4,GB,274.96,Us Dollar,1.0,WESTEUROPE,az-vm-165,security,production,TRUE,on-demand,Marketing,omega,,,,,v3,no,34.5
U03310,GCP-ACCT-036,2026-03-18T08:30:00-08:00,COMPUTE,GCE-n1-standard-8,36629.99,minutes,2158.39,Inr,0.012,asia-southeast1,gcp-inst-242,DATA,production,True,ON-DEMAND,Security,Beta,9.2,47.1,INC-070,,version3,false,-11.2
U05173,AWS-ACCT-006,2026-02-01T05:43:00+01:00,STORAGE,S3-IA,1287.13,GB,102.97,dollar,1.0,ap-south-1,aws-ec2-110,platform,staging,refund,OnDemand,operations,Delta,,,,,v2,no,-63.2
U04032,GCP-ACCT-038,2026-01-09T16:43:00-08:00,STORAGE,GCS-Nearline,1752.88,mb,50.21,INR,0.012,us-central1,gcp-inst-277,security,development,CREDIT,Spot,Marketing,Omega,,,,,V1,NO,108.7
U05100,AWS_ACCT_018,2026-02-25T10:24:00+00:00,STORAGE,S3_Standard,3677.81,MB,19.65,dollar,1.0,ap-south-1,aws-ec2-076,security,production,refund,OnDemand,FINANCE,Epsilon,,,,T-082,v2,False,-96.8
U08241,ACCT-008,2026-02-14T08:54:00Z,DATABASE,RDS-db.m5.large,30418.46,hrs,2013.64,Indian Rupee,0.012,ap-south-1,aws-ec2-068,platform,prd,Refund,ON-DEMAND,DATA_SCIENCE,PHOENIX,8.5,5.1,,T-062,v2,NO,-3.9
U00840,ACCT-012,2026/01/20 19:32,Compute,EC2-t3.large,2852.52,hr,284.57,inr,0.012,us-west-2,aws-ec2-034,platform,staging,True,On Demand,Finance,Delta,77.7,23.9,,,version1,YES,-37.7
U02992,AWS-ACCT-007,2026/03/13 14:17,compute,EC2-t3.xlarge,33777.96,hour,2390.04,INR,0.012,us west 2,az-vm-151,platform,development,FREE_TIER,Reserved,ENGINEERING,BETA,15.4,69.8,,T-175,v3,yes,-60.9
U03314,AZ-ACCT-022,2026-02-26T01:24:00+05:30,Database,UNKNOWN-SKU-172,28275.18,hours,2077.04,USD,1.0,CENTRALINDIA,az-vm-177,backend,STG,Billable,SPOT,data_science,phoenix,31.2,76.5,,,,No,79.3
U06129,AWS-ACCT-019,17-02-2026 03:56:00,database,RDS-db.m5.large,30343.57,minutes,2887.81,Pound,1.27,us-east-1,aws-ec2-032,frontend,development,True,On Demand,Operations,alpha,84.4,0.9,,,v2,False,-3.4
U02271,ACCT-020,2026-03-26T09:59:00Z,database,RDS_db.m5.large,35891.78,hour,"€2,408.18",eur,1.08,eu west 1,aws-ec2-042,Data,staging,Free Tier,Reserved,engineering,Alpha,70.4,44.3,,,v2,FALSE,-40.4
U00436,az-acct-028,2026-03-04T19:44:00Z,Database,SQLDb_S2,986841.29,sec,"€1,916.20",euro,1.08,eastus,az-vm-159,frontend,Staging,true,ON-DEMAND,SECURITY,Beta,87.3,81.7,,,v3,false,-35.0
U03526,AWS-ACCT-014,03-01-2026 21:48:00,COMPUTE,UNKNOWN-SKU-648,22032.34,secs,$285.36,Us Dollar,1.0,us-east-1,aws-ec2-087,platform,development,true,Spot,DATA_SCIENCE,PHOENIX,22.8,35.9,,,v1,NO,-38.3
U09039,GCP-ACCT-041,2026-01-30T19:26:00+01:00,Storage,GCS_Nearline,1504.08,GB,61.93,Euro,1.08,EUROPE-WEST1,gcp-inst-272,platform,production,Billable,RESERVED,devops,BETA,,,,,v1,0,-18.6
U06640,AZ-ACCT-034,2026-02-26T01:51:00Z,COMPUTE,VM-Standard_D4s,35516.34,second,1082.50,Euro,1.08,unknown-region-7,az-vm-151,devops,stage,true,on_demand,LEGAL,EPSILON,18.0,43.7,INC-033,,v2,yes,37.8
U02268,AWS--ACCT-009,2026-01-28 16:17:00,Database,RDS-db.m5.large,49024.86,hours,"£1,095.18",GBP,1.27,us-east-1,aws-ec2-041,SEC,production,REFUND,reserved,ENGINEERING,beta,81.6,28.4,,,v1,NO,56.6
U06286,AWS-ACCT-013,2026/03/05 16:39,Storage,S3-IA,700.87,megabytes,69.12,dollar,1.0,eu west 1,aws-ec2-033,security,dev,True,on_demand,SECURITY,delta,,,,T-061,v3,No,-92.5
U02246,AZ-ACCT-027,2026-01-15T04:24:00-08:00,COMPUTE,VM-Standard_D8s,27899.68,hr,1236.94,Us Dollar,1.0,southeastasia,az-vm-159,backend,production,Refund,OnDemand,MARKETING,omega,21.7,84.9,INC-071,,v1,no,74.2
U05983,AWS-ACCT-012,2026/01/18 22:22,compute,EC2-t3.xlarge,979909.24,second,895.23,Indian Rupee,0.012,us-west-2,aws-ec2-018,security,development,Refund,reserved,Finance,Epsilon,6.3,8.5,,,ver-1,NO,-15.6
U09814,GCP-ACCT-041,08-03-2026 16:22:00,database,CloudSQL-db.standard-2,14111.76,hr,731.31,EUR,1.08,europe-west1,gcp-inst-999,backend,production,Billable,spot,OPERATIONS,gamma,98.2,99.4,,,v3,false,-117.4
U07664,AWS-ACCT-015,2026-03-02T10:22:00+00:00,STORAGE,S3-Standard,1994.18,GB,180.88,inr,84.0,ap southeast 1,aws-ec2-090,SEC,development,free_tier,ON-DEMAND,Data_Science,phoenix,,,,,v3,false,-73.0
U01210,AZ-ACCT-033,2026/01/31 23:16,database,SQLDb-S2,1110.38,sec,17.08,eur,1.08,East us,az-vm-999,data,STG,true,Reserved,Finance,delta,33.2,52.1,,,v1,NO,2.4
U04121,ACCT-017,2026-02-19 21:04:00,compute,EC2-t3.large,8946.73,second,£445.43,gbp,1.27,ap-southeast-1,aws-ec2-019,sec-team,staging,refund,spot,Product,OMEGA,5.7,6.5,,,version2,false,0.3
U03253,GCP-ACCT-037,2026-02-11T01:05:00+05:30,COMPUTE,GCE-n1-standard-8,20796.69,min,1419.28,pound,1.27,asia-south1,gcp-inst-284,Frontend,Prod,credit,on-demand,hr,gamma,1.1,73.5,,T-116,v2,false,-31.5
U04571,AZ-ACCT-030,NULL,database,SQLDb_S2,6635.74,second,139.19,INR,0.012,canadacentral,az-vm-161,platform,development,TRUE,Reserved,product,OMEGA,31.9,98.2,,,version1,no,-0.3
U08643,AZ-ACCT-026,2026-02-07T23:31:00Z,Database,SQLDb-S2,42172.09,sec,3018.35,Us Dollar,1.0,canadacentral,az-vm-164,Data,production,True,Spot,PRODUCT,BETA,58.2,74.9,,,version2,1,-83.3
U04574,GCP-ACCT-042,2026-01-07T12:42:00-05:00,Database,CloudSQL-db.standard-2,32914.47,second,2955.54,euro,1.08,asia-south1,gcp-inst-241,BACKEND,development,Refund,on-demand,Marketing,OMEGA,85.8,38.3,,,v1,no,112.0
U02741,AZ-ACCT-033,2026-01-10T06:59:00-08:00,DATABASE,SQLDb-S2,3418.55,minutes,78.23,eur,1.08,canadacentral,az-vm-155,Platform,production,billable,Spot,Hr,delta,1.8,70.2,INC-073,,v1,No,-56.8
U00953,GCP-ACCT-049,2026-02-16 09:56:00,compute,GCE-N1-STANDARD-8,41338.41,mins,1793.00,USD,,asia-south1,gcp-inst-287,frontend,staging,TRUE,RESERVED,legal,Nova,65.9,16.7,,,v2,False,-114.3
U07511,GCP-ACCT-036,2026-01-19T17:31:00+01:00,COMPUTE,GCE-n1-standard-8,19713.34,hour,1115.09,Inr,0.012,ASIA-SOUTHEAST1,gcp-inst-236,DEVOPS,Dev,BILLABLE,Spot,data_science,alpha,76.1,8.1,INC-072,,v1,NO,107.3
U01133,AZ-ACCT-032,2026-01-11T21:59:00Z,compute,VM-Standard_D8s,24169.28,secs,2346.64,Inr,0.012,WESTEUROPE,az-vm-195,frontend,production,refund,on-demand,SECURITY,Delta,90.5,61.8,INC-063,,v1,False,-67.1
U04661,AWS-ACCT-001,2026-03-10T15:22:00+01:00,Database,RDS-db_m5_large,21402.16,hour,2006.00,INR,0.012,us-west-2,aws-ec2-020,devops,staging,true,On Demand,finance,delta,13.2,7.7,,,v3,no,72.5
U07279,AZ-ACCT-030,2026-0117 05:02,compute,VM-Standard_D2s,21784.59,hours,₹787.34,inr,0.012,centralindia,az-vm-176,devops,staging,true,on_demand,MARKETING,gamma,96.5,21.8,,,version1,NO,-5.3
U09725,AWS-ACCT-010,2026/02/04 01:55,Storage,S3-Standard,3985.56,megabytes,₹243.61,INR,0.012,us east 1,gcp-inst-205,security,development,Free Tier,reserved,LEGAL,GAMMA,,,,,v2,No,-54.7
U02952,GCP-ACCT-045,04-01-2026 18:58:00,storage,GCS-Standard,4378.44,GB,408.96,inr,0.012,us central1,gcp-inst-220,dev-ops,production,BILLABLE,on-demand,ENGINEERING,beta,,,,T-190,v1,FALSE,-25.3
U08302,AWS-ACCT-012,2026-0103 23:18,database,RDS-DB.M5.LARGE,27747.17,hours,"2,342.17",Inr,0.012,ap-south-1,aws-ec2-108,platform,production,BILLABLE,On Demand,engineering,phoenix,76.4,9.8,,,v1,TRUE,38.5
U04951,AWS-ACCT-018,2026-01-26 03:49:00,compute,EC2-t3.xlarge,37658.9,second,3696.34,dollar,1.0,us-east-1,aws-ec2-043,PLATFORM,development,free_tier,RESERVED,Data_Science,PHOENIX,0.2,1.1,,,V1,no,-72.1
U07572,GCP-ACCT-040,2026-0217 18:03,Compute,GCE-n1-standard-2,17255.44,mins,771.99,inr,0.012,asia-south1,gcp-inst-239,devops,staging,billable,Spot,OPERATIONS,Alpha,66.0,64.7,INC-098,T-025,v1,NO,46.7
U01475,AZ--ACCT-030,2026-0124 03:45,Compute,VM-STANDARD_D8S,29879.13,second,1189.63,inr,0.012,eastus,az-vm-172,backend,production,True,OnDemand,LEGAL,NOVA,30.3,91.8,INC-047,T-090,v1,no,10.2
U02050,GCP-ACCT-048,2026-03-28 23:36:00,Compute,GCE-n1-standard-4,8277.89,hrs,727.02,INR,0.012,us-central1,gcp-inst-280,backend,prod,True,on_demand,legal,nova,62.4,59.2,,,v3,True,-83.6
U01155,GCP-ACCT-037,2026/03/16 06:15,database,CloudSQL-db.standard-2,39081.78,min,1323.46,gbp,1.27,asia south1,gcp-inst-256,DevOps,PROD,Credit,on_demand,Marketing,OMEGA,4.2,5.7,,,v3,false,110.8
U02707,GCP-ACCT-038,1970-01-01T00:00:00Z,DATABASE,CloudSQL_db.standard_2,85304.93,min,18.17,INR,0.012,asia-southeast1,gcp-inst-263,platform,production,Billable,reserved,DATA_SCIENCE,UNKNOWN_PROJECT,0.1,6.4,,T-089,v1,FALSE,66.9
U06992,AZ-ACCT-021,2026-01-12T06:57:00Z,COMPUTE,VM-Standard_D4s,1753.38,hour,36.95,Inr,0.012,southEast asia,az-vm-124,frontend,stage,Billable,on_demand,finance,EPSILON,68.1,95.5,,T-069,v1,no,91.2
U07165,AWS-ACCT-009,2026/02/19 13:20,Compute,EC2-t3.medium,23425.07,second,1945.13,Pound,1.27,us-east-1,aws-ec2-091,Frontend,production,billable,On Demand,DEVOPS,UNKNOWN_PROJECT,47.3,56.5,,,V2,no,25.6
U01995,AWS-ACCT-007,2026-01-01 09:41:00,Storage,S3-Standard,1946.63,Gb,₹88.17,Inr,0.012,eu-west-1,aws-ec2-023,security,development,true,OnDemand,Finance,epsilon,,,INC-055,,ver-1,NO,80.4
