Ticket_ID,Account_ID,Created_At,Severity,Ticket_Text,Status,Resource_ID,Severity_Clean,Ticket_Text_Clean,Has_PII,Text_Changed
T-110,AZ-ACCT-033,2026/01/21 13:00,sev2,Issue with resource gcp-inst-279. Service degraded. Investigating.,closed,gcp-inst-279,SEV2,Issue with resource gcp-inst-279. Service degraded. Investigating.,False,False
T-111,AWS-ACCT-019,2026-0128 19:00,P2,Issue with resource gcp-inst-272. Service degraded. Investigating.,in_progress,gcp-inst-272,SEV2,Issue with resource gcp-inst-272. Service degraded. Investigating.,False,False
T-112,AWS-ACCT-016,,medium,Issue with resource az-vm-165. Service degraded. Investigating.,closed,az-vm-165,SEV2,Issue with resource az-vm-165. Service degraded. Investigating.,False,False
T-113,AZ-ACCT-033,2026-03-07T14:00:00+01:00,medium,Permission denied for gcp-inst-250. John Doe (wei.chen@company.com) needs access. Node: +1-555-012-3456. Contact: 172.16.0.1,open,gcp-inst-250,SEV2,Permission denied for gcp-inst-250. [NAME] ([EMAIL]) needs access. Node: [PHONE]. Contact: [IP],True,True
T-114,GCP-ACCT-041,2026-0109 06:00,SEV3,Issue with resource aws-ec2-110. Service degraded. Investigating.,in_progress,aws-ec2-110,SEV3,Issue with resource aws-ec2-110. Service degraded. Investigating.,False,False
T-115,AWS-ACCT-010,2026/01/04 14:00,P2,Issue with resource az-vm-170. Service degraded. Investigating.,open,az-vm-170,SEV2,Issue with resource az-vm-170. Service degraded. Investigating.,False,False
T-116,AWS-ACCT-017,2026-02-22T12:00:00Z,sev3,Issue with resource gcp-inst-231. Service degraded. Investigating.,in_progress,gcp-inst-231,SEV3,Issue with resource gcp-inst-231. Service degraded. Investigating.,False,False
T-117,GCP-ACCT-040,2026-01-09T23:00:00+05:30,P1,Issue with resource aws-ec2-024. Service degraded. Investigating.,closed,aws-ec2-024,SEV1,Issue with resource aws-ec2-024. Service degraded. Investigating.,False,False
T-118,AZ-ACCT-025,20-02-2026 21:00:00,low,Issue with resource aws-ec2-016. Service degraded. Investigating.,in_progress,aws-ec2-016,SEV3,Issue with resource aws-ec2-016. Service degraded. Investigating.,False,False
T-119,AWS-ACCT-019,,P2,Storage latency on az-vm-153. Reported by Priya Sharma (john.doe@company.com). System IP: +1-555-987-6543. Phone: 10.10.10.10,closed,az-vm-153,SEV2,Storage latency on az-vm-153. Reported by [NAME] ([EMAIL]). System IP: [PHONE]. Phone: [IP],True,True
T-120,AZ-ACCT-035,2026-03-12T02:00:00+01:00,low,Permission denied for az-vm-157. Maria Garcia (priya.sharma@company.com) needs access. Node: +1-555-012-3456. Contact: 192.168.0.42,closed,az-vm-157,SEV3,Permission denied for az-vm-157. [NAME] ([EMAIL]) needs access. Node: [PHONE]. Contact: [IP],True,True
T-121,AWS-ACCT-013,2026-01-15T05:00:00+00:00,SEV3,Issue with resource aws-ec2-028. Service degraded. Investigating.,in_progress,aws-ec2-028,SEV3,Issue with resource aws-ec2-028. Service degraded. Investigating.,False,False
T-122,AZ-ACCT-032,2026-02-12T11:00:00-05:00,sev2,Issue with resource aws-ec2-066. Service degraded. Investigating.,in_progress,aws-ec2-066,SEV2,Issue with resource aws-ec2-066. Service degraded. Investigating.,False,False
T-123,GCP-ACCT-043,2026-02-09T22:00:00+00:00,SEV3,High CPU on aws-ec2-079. Luis Rivera (luis.rivera@company.com) filed this. Server: +44-7911-123456. Callback: 172.16.0.1,in_progress,aws-ec2-079,SEV3,High CPU on aws-ec2-079. [NAME] ([EMAIL]) filed this. Server: [PHONE]. Callback: [IP],True,True
T-124,GCP-ACCT-042,2026-02-25T08:00:00+01:00,SEV1,Issue with resource az-vm-185. Service degraded. Investigating.,open,az-vm-185,SEV1,Issue with resource az-vm-185. Service degraded. Investigating.,False,False
T-125,GCP-ACCT-042,2026-03-19 02:00:00,low,Issue with resource az-vm-144. Service degraded. Investigating.,in_progress,az-vm-144,SEV3,Issue with resource az-vm-144. Service degraded. Investigating.,False,False
T-126,GCP-ACCT-041,2026-0104 18:00,2,Issue with resource gcp-inst-208. Service degraded. Investigating.,in_progress,gcp-inst-208,SEV2,Issue with resource gcp-inst-208. Service degraded. Investigating.,False,False
T-127,GCP-ACCT-050,2026-01-20T11:00:00-08:00,medium,Issue with resource az-vm-201. Service degraded. Investigating.,open,az-vm-201,SEV2,Issue with resource az-vm-201. Service degraded. Investigating.,False,False
T-128,GCP-ACCT-043,2026/01/31 19:00,low,Issue with resource aws-ec2-085. Service degraded. Investigating.,open,aws-ec2-085,SEV3,Issue with resource aws-ec2-085. Service degraded. Investigating.,False,False
T-129,GCP-ACCT-048,1970-01-01T00:00:00Z,high,Issue with resource aws-ec2-021. Service degraded. Investigating.,in_progress,aws-ec2-021,SEV1,Issue with resource aws-ec2-021. Service degraded. Investigating.,False,False
T-130,AZ-ACCT-024,2026-02-19T15:00:00-08:00,P2,Issue with resource gcp-inst-233. Service degraded. Investigating.,in_progress,gcp-inst-233,SEV2,Issue with resource gcp-inst-233. Service degraded. Investigating.,False,False
T-131,GCP-ACCT-037,2026-0123 12:00,medium,Issue with resource az-vm-194. Service degraded. Investigating.,closed,az-vm-194,SEV2,Issue with resource az-vm-194. Service degraded. Investigating.,False,False
T-132,AZ-ACCT-023,2026-02-14T15:00:00-08:00,high,High CPU on gcp-inst-247. Luis Rivera (john.doe@company.com) filed this. Server: +1-555-987-6543. Callback: 10.0.0.55,open,gcp-inst-247,SEV1,High CPU on gcp-inst-247. [NAME] ([EMAIL]) filed this. Server: [PHONE]. Callback: [IP],True,True
T-133,AWS-ACCT-012,2026-01-21T11:00:00Z,P2,Issue with resource aws-ec2-061. Service degraded. Investigating.,open,aws-ec2-061,SEV2,Issue with resource aws-ec2-061. Service degraded. Investigating.,False,False
T-134,GCP-ACCT-042,2026-02-22T00:00:00Z,P3,Storage latency on az-vm-125. Reported by John Doe (raj.patel@company.com). System IP: +1-555-987-6543. Phone: 10.10.10.10,in_progress,az-vm-125,SEV3,Storage latency on az-vm-125. Reported by [NAME] ([EMAIL]). System IP: [PHONE]. Phone: [IP],True,True
T-135,AWS-ACCT-010,2026-01-08 05:00:00,SEV3,Issue with resource az-vm-133. Service degraded. Investigating.,in_progress,az-vm-133,SEV3,Issue with resource az-vm-133. Service degraded. Investigating.,False,False
T-136,AWS-ACCT-019,2026/01/11 06:00,3,Issue with resource gcp-inst-230. Service degraded. Investigating.,in_progress,gcp-inst-230,SEV3,Issue with resource gcp-inst-230. Service degraded. Investigating.,False,False
T-137,GCP-ACCT-050,2026-01-24T19:00:00-05:00,1,Issue with resource gcp-inst-262. Service degraded. Investigating.,open,gcp-inst-262,SEV1,Issue with resource gcp-inst-262. Service degraded. Investigating.,False,False
T-138,AWS-ACCT-002,2026/01/26 16:00,sev1,Issue with resource gcp-inst-259. Service degraded. Investigating.,in_progress,gcp-inst-259,SEV1,Issue with resource gcp-inst-259. Service degraded. Investigating.,False,False
T-139,AZ-ACCT-033,2026-01-16T02:00:00Z,sev1,Issue with resource gcp-inst-247. Service degraded. Investigating.,in_progress,gcp-inst-247,SEV1,Issue with resource gcp-inst-247. Service degraded. Investigating.,False,False
T-140,AZ-ACCT-034,2026-02-24T07:00:00+00:00,P3,Issue with resource gcp-inst-247. Service degraded. Investigating.,open,gcp-inst-247,SEV3,Issue with resource gcp-inst-247. Service degraded. Investigating.,False,False
T-141,AWS-ACCT-019,2026-03-18T17:00:00Z,SEV2,Issue with resource gcp-inst-210. Service degraded. Investigating.,in_progress,gcp-inst-210,SEV2,Issue with resource gcp-inst-210. Service degraded. Investigating.,False,False
T-142,AWS-ACCT-014,2026-03-30 10:00:00,SEV2,Permission denied for gcp-inst-210. Priya Sharma (jane.smith@company.com) needs access. Node: +1-555-012-3456. Contact: 192.168.0.42,in_progress,gcp-inst-210,SEV2,Permission denied for gcp-inst-210. [NAME] ([EMAIL]) needs access. Node: [PHONE]. Contact: [IP],True,True
T-143,AZ-ACCT-024,2026/03/20 08:00,2,High CPU on az-vm-204. Maria Garcia (ahmed.khan@company.com) filed this. Server: +1-555-987-6543. Callback: 10.10.10.10,closed,az-vm-204,SEV2,High CPU on az-vm-204. [NAME] ([EMAIL]) filed this. Server: [PHONE]. Callback: [IP],True,True
T-144,AWS-ACCT-020,2026-03-15T11:00:00Z,3,Storage latency on az-vm-204. Reported by Raj Patel (jane.smith@company.com). System IP: +1-555-012-3456. Phone: 192.168.0.42,closed,az-vm-204,SEV3,Storage latency on az-vm-204. Reported by [NAME] ([EMAIL]). System IP: [PHONE]. Phone: [IP],True,True
T-145,GCP-ACCT-036,2026/03/20 22:00,SEV1,Issue with resource aws-ec2-027. Service degraded. Investigating.,open,aws-ec2-027,SEV1,Issue with resource aws-ec2-027. Service degraded. Investigating.,False,False
T-146,AWS-ACCT-017,2026-01-29T11:00:00+01:00,sev1,Issue with resource aws-ec2-041. Service degraded. Investigating.,open,aws-ec2-041,SEV1,Issue with resource aws-ec2-041. Service degraded. Investigating.,False,False
T-147,GCP-ACCT-041,2026-03-05T14:00:00Z,SEV3,Issue with resource aws-ec2-006. Service degraded. Investigating.,open,aws-ec2-006,SEV3,Issue with resource aws-ec2-006. Service degraded. Investigating.,False,False
T-148,GCP-ACCT-040,22-01-2026 21:00:00,sev2,Issue with resource aws-ec2-019. Service degraded. Investigating.,in_progress,aws-ec2-019,SEV2,Issue with resource aws-ec2-019. Service degraded. Investigating.,False,False
T-149,AZ-ACCT-026,2026-02-21 18:00:00,P3,Permission denied for aws-ec2-103. Yuki Tanaka (john.doe@company.com) needs access. Node: +91-9876543210. Contact: 192.168.1.100,in_progress,aws-ec2-103,SEV3,Permission denied for aws-ec2-103. [NAME] ([EMAIL]) needs access. Node: [PHONE]. Contact: [IP],True,True
T-150,AZ-ACCT-023,2026-02-14T08:00:00+01:00,SEV1,Permission denied for az-vm-116. Luis Rivera (maria.garcia@company.com) needs access. Node: +91-8765432109. Contact: 192.168.0.42,in_progress,az-vm-116,SEV1,Permission denied for az-vm-116. [NAME] ([EMAIL]) needs access. Node: [PHONE]. Contact: [IP],True,True
T-151,AWS-ACCT-005,2026-03-06T09:00:00Z,SEV2,Permission denied for az-vm-175. Jane Smith (yuki.tanaka@company.com) needs access. Node: +44-7911-123456. Contact: 10.10.10.10,in_progress,az-vm-175,SEV2,Permission denied for az-vm-175. [NAME] ([EMAIL]) needs access. Node: [PHONE]. Contact: [IP],True,True
T-152,AZ-ACCT-031,2026-02-01T10:00:00Z,3,Instance gcp-inst-235 is unreachable. Contact Sarah Johnson at luis.rivera@company.com or call +91-9876543210. IP: 192.168.0.42,open,gcp-inst-235,SEV3,Instance gcp-inst-235 is unreachable. Contact [NAME] at [EMAIL] or call [PHONE]. IP: [IP],True,True
T-153,GCP-ACCT-044,2026-03-31T07:00:00-08:00,SEV1,Issue with resource az-vm-162. Service degraded. Investigating.,closed,az-vm-162,SEV1,Issue with resource az-vm-162. Service degraded. Investigating.,False,False
T-154,GCP-ACCT-044,2026-02-13T02:00:00+00:00,2,Issue with resource gcp-inst-284. Service degraded. Investigating.,in_progress,gcp-inst-284,SEV2,Issue with resource gcp-inst-284. Service degraded. Investigating.,False,False
T-155,AWS-ACCT-013,2026-01-31T23:00:00Z,3,Issue with resource az-vm-124. Service degraded. Investigating.,open,az-vm-124,SEV3,Issue with resource az-vm-124. Service degraded. Investigating.,False,False
T-156,AWS-ACCT-008,2026-01-11T21:00:00+01:00,low,Issue with resource gcp-inst-253. Service degraded. Investigating.,closed,gcp-inst-253,SEV3,Issue with resource gcp-inst-253. Service degraded. Investigating.,False,False
T-157,AZ-ACCT-032,2026-01-24T16:00:00Z,medium,Issue with resource az-vm-144. Service degraded. Investigating.,open,az-vm-144,SEV2,Issue with resource az-vm-144. Service degraded. Investigating.,False,False
T-158,AZ-ACCT-033,,high,Issue with resource aws-ec2-090. Service degraded. Investigating.,closed,aws-ec2-090,SEV1,Issue with resource aws-ec2-090. Service degraded. Investigating.,False,False
T-159,GCP-ACCT-038,2026-01-13T10:00:00Z,P2,Database az-vm-186 timeout. Engineer Luis Rivera (wei.chen@company.com) investigating. Host: +1-555-012-3456. Alt contact: 10.10.10.10,closed,az-vm-186,SEV2,Database az-vm-186 timeout. Engineer [NAME] ([EMAIL]) investigating. Host: [PHONE]. Alt contact: [IP],True,True
T-160,AZ-ACCT-024,2026-01-24T15:00:00+00:00,P2,High CPU on gcp-inst-218. Maria Garcia (ahmed.khan@company.com) filed this. Server: +44-7911-123456. Callback: 172.16.0.1,in_progress,gcp-inst-218,SEV2,High CPU on gcp-inst-218. [NAME] ([EMAIL]) filed this. Server: [PHONE]. Callback: [IP],True,True
T-161,AWS-ACCT-015,2026-0113 23:00,1,Storage latency on az-vm-139. Reported by Maria Garcia (yuki.tanaka@company.com). System IP: +91-8765432109. Phone: 192.168.0.42,closed,az-vm-139,SEV1,Storage latency on az-vm-139. Reported by [NAME] ([EMAIL]). System IP: [PHONE]. Phone: [IP],True,True
T-162,AWS-ACCT-001,2026/01/23 13:00,P2,Issue with resource gcp-inst-256. Service degraded. Investigating.,open,gcp-inst-256,SEV2,Issue with resource gcp-inst-256. Service degraded. Investigating.,False,False
T-163,AZ-ACCT-026,2026-01-13T22:00:00-08:00,sev2,Issue with resource aws-ec2-084. Service degraded. Investigating.,in_progress,aws-ec2-084,SEV2,Issue with resource aws-ec2-084. Service degraded. Investigating.,False,False
T-164,GCP-ACCT-036,2026/02/02 11:00,medium,Issue with resource aws-ec2-011. Service degraded. Investigating.,open,aws-ec2-011,SEV2,Issue with resource aws-ec2-011. Service degraded. Investigating.,False,False
T-165,GCP-ACCT-050,2026-02-06T11:00:00Z,1,Issue with resource az-vm-167. Service degraded. Investigating.,open,az-vm-167,SEV1,Issue with resource az-vm-167. Service degraded. Investigating.,False,False
T-166,GCP-ACCT-041,2026/02/13 13:00,SEV3,Issue with resource gcp-inst-208. Service degraded. Investigating.,closed,gcp-inst-208,SEV3,Issue with resource gcp-inst-208. Service degraded. Investigating.,False,False
T-167,GCP-ACCT-039,2026-03-24T12:00:00+05:30,1,Issue with resource az-vm-139. Service degraded. Investigating.,in_progress,az-vm-139,SEV1,Issue with resource az-vm-139. Service degraded. Investigating.,False,False
T-168,AWS-ACCT-016,2026-03-26 08:00:00,medium,Instance aws-ec2-041 is unreachable. Contact Maria Garcia at raj.patel@company.com or call +91-8765432109. IP: 192.168.1.100,open,aws-ec2-041,SEV2,Instance aws-ec2-041 is unreachable. Contact [NAME] at [EMAIL] or call [PHONE]. IP: [IP],True,True
T-169,AWS-ACCT-002,2026-02-20 16:00:00,P1,Issue with resource aws-ec2-043. Service degraded. Investigating.,open,aws-ec2-043,SEV1,Issue with resource aws-ec2-043. Service degraded. Investigating.,False,False
T-170,AWS-ACCT-016,2026-02-06 14:00:00,sev2,Issue with resource aws-ec2-065. Service degraded. Investigating.,closed,aws-ec2-065,SEV2,Issue with resource aws-ec2-065. Service degraded. Investigating.,False,False
T-171,AZ-ACCT-030,2026/03/11 08:00,sev3,Issue with resource gcp-inst-281. Service degraded. Investigating.,in_progress,gcp-inst-281,SEV3,Issue with resource gcp-inst-281. Service degraded. Investigating.,False,False
T-172,AZ-ACCT-028,2026-03-09T20:00:00Z,sev2,Issue with resource gcp-inst-274. Service degraded. Investigating.,closed,gcp-inst-274,SEV2,Issue with resource gcp-inst-274. Service degraded. Investigating.,False,False
T-173,AWS-ACCT-017,,P3,Issue with resource aws-ec2-006. Service degraded. Investigating.,closed,aws-ec2-006,SEV3,Issue with resource aws-ec2-006. Service degraded. Investigating.,False,False
T-174,GCP-ACCT-049,2026-03-03T09:00:00+01:00,SEV2,Issue with resource aws-ec2-005. Service degraded. Investigating.,closed,aws-ec2-005,SEV2,Issue with resource aws-ec2-005. Service degraded. Investigating.,False,False
T-175,AWS-ACCT-016,2026-01-21T22:00:00Z,3,Issue with resource az-vm-200. Service degraded. Investigating.,in_progress,az-vm-200,SEV3,Issue with resource az-vm-200. Service degraded. Investigating.,False,False
T-176,GCP-ACCT-045,2026-03-29T08:00:00-05:00,P2,Instance az-vm-146 is unreachable. Contact Yuki Tanaka at wei.chen@company.com or call +91-8765432109. IP: 10.0.0.55,closed,az-vm-146,SEV2,Instance az-vm-146 is unreachable. Contact [NAME] at [EMAIL] or call [PHONE]. IP: [IP],True,True
T-177,AWS-ACCT-018,,SEV1,Issue with resource gcp-inst-252. Service degraded. Investigating.,closed,gcp-inst-252,SEV1,Issue with resource gcp-inst-252. Service degraded. Investigating.,False,False
T-178,AWS-ACCT-018,2026-01-17T22:00:00-08:00,3,Issue with resource gcp-inst-225. Service degraded. Investigating.,closed,gcp-inst-225,SEV3,Issue with resource gcp-inst-225. Service degraded. Investigating.,False,False
T-179,AZ-ACCT-024,2026-03-01T22:00:00-05:00,1,Issue with resource aws-ec2-017. Service degraded. Investigating.,open,aws-ec2-017,SEV1,Issue with resource aws-ec2-017. Service degraded. Investigating.,False,False
T-180,AWS-ACCT-017,18-02-2026 00:00:00,SEV1,Instance aws-ec2-063 is unreachable. Contact Maria Garcia at ahmed.khan@company.com or call +91-8765432109. IP: 10.0.0.55,in_progress,aws-ec2-063,SEV1,Instance aws-ec2-063 is unreachable. Contact [NAME] at [EMAIL] or call [PHONE]. IP: [IP],True,True
T-181,GCP-ACCT-043,2026-01-27T15:00:00-08:00,high,Issue with resource az-vm-200. Service degraded. Investigating.,closed,az-vm-200,SEV1,Issue with resource az-vm-200. Service degraded. Investigating.,False,False
T-182,AWS-ACCT-004,2026/03/27 06:00,SEV2,Issue with resource aws-ec2-058. Service degraded. Investigating.,open,aws-ec2-058,SEV2,Issue with resource aws-ec2-058. Service degraded. Investigating.,False,False
T-183,AWS-ACCT-001,2026-01-06T18:00:00+01:00,sev2,Storage latency on gcp-inst-244. Reported by Luis Rivera (raj.patel@company.com). System IP: +44-7911-123456. Phone: 192.168.1.100,in_progress,gcp-inst-244,SEV2,Storage latency on gcp-inst-244. Reported by [NAME] ([EMAIL]). System IP: [PHONE]. Phone: [IP],True,True
T-184,AWS-ACCT-004,2026/01/08 11:00,sev3,Issue with resource aws-ec2-079. Service degraded. Investigating.,closed,aws-ec2-079,SEV3,Issue with resource aws-ec2-079. Service degraded. Investigating.,False,False
T-185,AZ-ACCT-029,2026/01/25 00:00,medium,Issue with resource az-vm-194. Service degraded. Investigating.,in_progress,az-vm-194,SEV2,Issue with resource az-vm-194. Service degraded. Investigating.,False,False
T-186,AZ-ACCT-032,2026/01/25 18:00,low,Issue with resource aws-ec2-096. Service degraded. Investigating.,in_progress,aws-ec2-096,SEV3,Issue with resource aws-ec2-096. Service degraded. Investigating.,False,False
T-187,AWS-ACCT-011,09-01-2026 16:00:00,medium,Issue with resource aws-ec2-080. Service degraded. Investigating.,closed,aws-ec2-080,SEV2,Issue with resource aws-ec2-080. Service degraded. Investigating.,False,False
T-188,GCP-ACCT-047,2026-01-24T00:00:00-05:00,3,Issue with resource az-vm-187. Service degraded. Investigating.,in_progress,az-vm-187,SEV3,Issue with resource az-vm-187. Service degraded. Investigating.,False,False
T-189,AWS-ACCT-010,1970-01-01T00:00:00Z,1,Issue with resource az-vm-166. Service degraded. Investigating.,open,az-vm-166,SEV1,Issue with resource az-vm-166. Service degraded. Investigating.,False,False
T-190,AWS-ACCT-003,2026-01-26T03:00:00Z,SEV3,Issue with resource gcp-inst-249. Service degraded. Investigating.,in_progress,gcp-inst-249,SEV3,Issue with resource gcp-inst-249. Service degraded. Investigating.,False,False
T-191,AWS-ACCT-017,2026-01-07 11:00:00,2,Issue with resource az-vm-114. Service degraded. Investigating.,in_progress,az-vm-114,SEV2,Issue with resource az-vm-114. Service degraded. Investigating.,False,False
T-192,AWS-ACCT-004,2026-02-16T17:00:00-08:00,SEV1,Permission denied for gcp-inst-213. Priya Sharma (john.doe@company.com) needs access. Node: +1-555-987-6543. Contact: 172.16.0.1,open,gcp-inst-213,SEV1,Permission denied for gcp-inst-213. [NAME] ([EMAIL]) needs access. Node: [PHONE]. Contact: [IP],True,True
T-193,AZ-ACCT-034,2026/01/13 03:00,1,Issue with resource az-vm-119. Service degraded. Investigating.,in_progress,az-vm-119,SEV1,Issue with resource az-vm-119. Service degraded. Investigating.,False,False
T-194,GCP-ACCT-048,2026-03-13T13:00:00-05:00,medium,Instance aws-ec2-055 is unreachable. Contact Luis Rivera at priya.sharma@company.com or call +91-8765432109. IP: 192.168.0.42,closed,aws-ec2-055,SEV2,Instance aws-ec2-055 is unreachable. Contact [NAME] at [EMAIL] or call [PHONE]. IP: [IP],True,True
T-195,GCP-ACCT-043,2026/01/21 17:00,low,Issue with resource gcp-inst-227. Service degraded. Investigating.,in_progress,gcp-inst-227,SEV3,Issue with resource gcp-inst-227. Service degraded. Investigating.,False,False
T-196,AZ-ACCT-021,2026-03-19T07:00:00Z,SEV2,Issue with resource gcp-inst-280. Service degraded. Investigating.,open,gcp-inst-280,SEV2,Issue with resource gcp-inst-280. Service degraded. Investigating.,False,False
T-197,GCP-ACCT-047,2026-01-05T09:00:00-08:00,sev1,Issue with resource aws-ec2-009. Service degraded. Investigating.,in_progress,aws-ec2-009,SEV1,Issue with resource aws-ec2-009. Service degraded. Investigating.,False,False
T-198,AWS-ACCT-018,2026-03-12T16:00:00-08:00,sev2,Issue with resource gcp-inst-285. Service degraded. Investigating.,in_progress,gcp-inst-285,SEV2,Issue with resource gcp-inst-285. Service degraded. Investigating.,False,False
T-199,AWS-ACCT-016,30-01-2026 08:00:00,3,Issue with resource az-vm-154. Service degraded. Investigating.,closed,az-vm-154,SEV3,Issue with resource az-vm-154. Service degraded. Investigating.,False,False
T-200,AWS-ACCT-012,2026-03-04T22:00:00-08:00,sev2,High CPU on aws-ec2-049. Luis Rivera (wei.chen@company.com) filed this. Server: +91-9876543210. Callback: 10.10.10.10,closed,aws-ec2-049,SEV2,High CPU on aws-ec2-049. [NAME] ([EMAIL]) filed this. Server: [PHONE]. Callback: [IP],True,True
